package.name,ntaxa,mpd.obs,mpd.rand.mean,mpd.rand.sd,mpd.obs.rank,mpd.obs.z,mpd.obs.p,runs,host.specialist
libcalendar-ocaml,1,NA,NA,NA,NA,NA,NA,999,NA
libcalendar-ocaml-a,1,NA,NA,NA,NA,NA,NA,999,NA
libcalendar-ocaml-ahz virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcalendar-ocaml-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcalendar-ocaml-dev-a,1,NA,NA,NA,NA,NA,NA,999,NA
libcalendar-ocaml-dev-ahz virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcalendar-ocaml-dev-yth virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcalendar-ocaml-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcalendar-ocaml-yth virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcalendar-simple-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcalendarsupport,5,6616.4,6384.3947947948,969.0577634128,540.5,0.2394131846,0.5405,999,0
libcam,1,NA,NA,NA,NA,NA,NA,999,NA
libc-amd,1,NA,NA,NA,NA,NA,NA,999,NA
libcam-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcamitk,1,NA,NA,NA,NA,NA,NA,999,NA
libcamitk-data,1,NA,NA,NA,NA,NA,NA,999,NA
libcamitk-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcamitk-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlhtml-ocaml,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlhtml-ocaml-auwp virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlhtml-ocaml-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlhtml-ocaml-dev-auwp virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlhtml-ocaml-dev-g,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlhtml-ocaml-dev-mwgy virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlhtml-ocaml-dev-zdf virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlhtml-ocaml-g,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlhtml-ocaml-mwgy virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlhtml-ocaml-zdf virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlimages-ocaml,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlimages-ocaml-cdb virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlimages-ocaml-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlimages-ocaml-dev-cdb virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlimages-ocaml-dev-efdt virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlimages-ocaml-dev-wec virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlimages-ocaml-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlimages-ocaml-efdt virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamlimages-ocaml-wec virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamljava-ocaml-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcamljava-ocaml-dev-afr virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamljava-ocaml-dev-bns virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamljava-ocaml-dev-pi,1,NA,NA,NA,NA,NA,NA,999,NA
libcamljava-ocaml-dev-qh,1,NA,NA,NA,NA,NA,NA,999,NA
libcamltemplate-ocaml,1,NA,NA,NA,NA,NA,NA,999,NA
libcamltemplate-ocaml-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcamltemplate-ocaml-dev-fxrt virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamltemplate-ocaml-dev-lylm virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamltemplate-ocaml-dev-utcd virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamltemplate-ocaml-fxrt virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamltemplate-ocaml-lylm virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamltemplate-ocaml-utcd virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamomile-ocaml-data,2,8952,6343.5135135135,1827.0787989144,886.5,1.4276814377,0.8865,999,0
libcamomile-ocaml-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcamomile-ocaml-dev-fmqt virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamomile-ocaml-dev-mkj virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcamomile-ocaml-dev-ph,1,NA,NA,NA,NA,NA,NA,999,NA
libcamp,1,NA,NA,NA,NA,NA,NA,999,NA
libcamp-dev virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcam-pdf-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcanberra-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcanberra-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcanberra-gstreamer,2,4460,6461.4804804805,1814.051931503,130.5,-1.1033203878,0.1305,999,0
libcanberra-gstreamer-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcanberra-gtk-common-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcanberra-gtk-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcanberra-gtk-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcanberra-gtk-module-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcanberra-pulse-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcangjie,1,NA,NA,NA,NA,NA,NA,999,NA
libcangjie-data,1,NA,NA,NA,NA,NA,NA,999,NA
libcangjie-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcangjie-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcangjie-dev-tools,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-c,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-c++,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-c-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-c++-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-c-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-c++-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-c-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-c-examples,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-c-examples-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcanl-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcanlockb,1,NA,NA,NA,NA,NA,NA,999,NA
libcanlock-devb,1,NA,NA,NA,NA,NA,NA,999,NA
libcannag,1,NA,NA,NA,NA,NA,NA,999,NA
libcannag-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcap-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcap-dev virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcap-ng-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcap-ng-utils,1,NA,NA,NA,NA,NA,NA,999,NA
libcapstone,1,NA,NA,NA,NA,NA,NA,999,NA
libcapstone-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcaptcha-recaptcha-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libc-ares-dev,2,5534,6459.3333333333,1836.4110479613,217,-0.5038813801,0.217,999,0
libcaribou-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcaribou-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcaribou-gtk-module-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcarp-always-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcarp-assert-more-perl,2,2576,6510.7997997998,1847.8236160934,20.5,-2.1294239155,0.0205,999,1
libcarp-assert-perl,3,4852,6442.5045045045,1363.9183631072,92.5,-1.166128815,0.0925,999,0
libcarp-clan-perl,6,6666.2666666667,6443.7873873874,880.6912378369,569,0.2526189313,0.569,999,0
libcarp-clan-share-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcarp-datum-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcarp-fix,1,NA,NA,NA,NA,NA,NA,999,NA
libcarrotsearch-hppc-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcarrotsearch-randomizedtesting-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcassie,1,NA,NA,NA,NA,NA,NA,999,NA
libcassie-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcassie-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcastor-anttasks-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcastor-codegen-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcastor-core-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcastor-ddlgen-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcastor-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcastor-jdo-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcastor-xml-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcastor-xml-schema-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-action-renderview-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-action-rest-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-actionrole-acl-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-actionrole-checktrailingslash-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-actionrole-requiressl-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-action-serialize-data-serializer-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-authentication-credential-authen-simple-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-authentication-credential-http-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-authentication-store-dbix-class-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-component-instancepercontext-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-controller-actionrole-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-controller-formbuilder-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-controller-html-formfu-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-devel-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-dispatchtype-regex-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-engine-apache-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-log-logperl-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-manual-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-model-adaptor-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-model-cdbi-crud-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-model-cdbi-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-model-dbic-schema-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-model-dbi-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-modules-extra-perl),1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-modules-perl),1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-authentication-credential-openid-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-authentication-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-authorization-acl-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-authorization-roles-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-cache-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-cache-store-fastmmap-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-captcha-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-compress-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-configloader-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-customerrormessage-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-fillinform-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-in-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-log-dispatch-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-redirect-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-scheduler-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-session-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-session-state-cookie-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-session-store-cache-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-session-store-dbic-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-session-store-dbi-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-session-store-delegate-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-session-store-fastmmap-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-session-store-file-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-setenv-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-smarturi-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-stacktrace-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-static-simple-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-subrequest-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-unicode-encoding-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-plugin-unicode-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-view-component-subinclude-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-view-email-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-view-excel-template-plus-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-view-gd-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-view-json-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-view-mason-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-view-pdf-reuse-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-view-petal-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalyst-view-tt-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalystx-component-traits-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalystx-injectcomponent-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalystx-leakchecker-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatalystx-simplelogin-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatmandu-atom-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatmandu-importer-getjson-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatmandu-mab-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatmandu-marc-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatmandu-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatmandu-rdf-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatmandu-sru-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatmandu-store-lucy-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcatmandu-wikidata-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcattle,1,NA,NA,NA,NA,NA,NA,999,NA
libcbf,1,NA,NA,NA,NA,NA,NA,999,NA
libcbf-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libccaudio,1,NA,NA,NA,NA,NA,NA,999,NA
libccaudio-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libccd,1,NA,NA,NA,NA,NA,NA,999,NA
libccd-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libccd-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libccfits,1,NA,NA,NA,NA,NA,NA,999,NA
libccfits-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libccfits-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libccgnu,1,NA,NA,NA,NA,NA,NA,999,NA
libc-client,1,NA,NA,NA,NA,NA,NA,999,NA
libc-client-dev virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcconv,1,NA,NA,NA,NA,NA,NA,999,NA
libcconv-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libccp,1,NA,NA,NA,NA,NA,NA,999,NA
libccp-data,1,NA,NA,NA,NA,NA,NA,999,NA
libccp-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libccrtp,1,NA,NA,NA,NA,NA,NA,999,NA
libccrtp-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libccrtp-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libccs,1,NA,NA,NA,NA,NA,NA,999,NA
libccscript,1,NA,NA,NA,NA,NA,NA,999,NA
libccscript-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libccs-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libccs-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libccss,1,NA,NA,NA,NA,NA,NA,999,NA
libccss-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libccss-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libccss-tools,1,NA,NA,NA,NA,NA,NA,999,NA
libcdaudio-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcdaudio-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcdb,1,NA,NA,NA,NA,NA,NA,999,NA
libcdb-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcdb-file-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libc-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcddb-dev virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcddb-file-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcddb-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcddd,1,NA,NA,NA,NA,NA,NA,999,NA
libcddd-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcdd-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcdd-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcdd-test,1,NA,NA,NA,NA,NA,NA,999,NA
libc++-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libc-dev-amd,1,NA,NA,NA,NA,NA,NA,999,NA
libc-dev-i,1,NA,NA,NA,NA,NA,NA,999,NA
libc-dev-mips,1,NA,NA,NA,NA,NA,NA,999,NA
libc-dev-mipsn,1,NA,NA,NA,NA,NA,NA,999,NA
libc-dev-ppc,1,NA,NA,NA,NA,NA,NA,999,NA
libc-dev-s,1,NA,NA,NA,NA,NA,NA,999,NA
libc-dev virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libc-dev-x,1,NA,NA,NA,NA,NA,NA,999,NA
libcdi,1,NA,NA,NA,NA,NA,NA,999,NA
libcdi-api-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcdi-api-java-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcdi-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcdio-cdda-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcdio-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcdio-paranoia-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcdk-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcdk-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcdk-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcdparanoia-dev virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcdr-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcdr-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcdr-tools,1,NA,NA,NA,NA,NA,NA,999,NA
libcec,5,5630.4,6389.0004004004,977.9204404734,248,-0.775728136,0.248,999,0
libcec-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcegui-mk,1,NA,NA,NA,NA,NA,NA,999,NA
libcegui-mk-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcegui-mk-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcephfs,1,NA,NA,NA,NA,NA,NA,999,NA
libcephfs-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcephfs-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcephfs-java,1,NA,NA,NA,NA,NA,NA,999,NA
libcephfs-jni,1,NA,NA,NA,NA,NA,NA,999,NA
libcephfs-jni-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcerf,1,NA,NA,NA,NA,NA,NA,999,NA
libcerf-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcerf-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcerf-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcext,1,NA,NA,NA,NA,NA,NA,999,NA
libcext-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcext-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcf,1,NA,NA,NA,NA,NA,NA,999,NA
libcfg,1,NA,NA,NA,NA,NA,NA,999,NA
libcfg-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcfitsio-bin,1,NA,NA,NA,NA,NA,NA,999,NA
libcfitsio-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
libcfitsio-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcfitsio-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcflow-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcf-ocaml,1,NA,NA,NA,NA,NA,NA,999,NA
libcf-ocaml-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcf-ocaml-dev-dvf virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcf-ocaml-dev-xcte virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcf-ocaml-dvf virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcf-ocaml-xcte virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcg,1,NA,NA,NA,NA,NA,NA,999,NA
libcgal,2,8952,6490.1731731732,1833.8116925378,864.5,1.3424643527,0.8645,999,0
libcgal-demo,1,NA,NA,NA,NA,NA,NA,999,NA
libcgal-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcgal-ipelets,1,NA,NA,NA,NA,NA,NA,999,NA
libcgal-qt,1,NA,NA,NA,NA,NA,NA,999,NA
libcgal-qt-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcggl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-ajax-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-basic-plugin-bundle-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-dispatch-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-extra-plugin-bundle-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-actiondispatch-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-anytemplate-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-authentication-driver-cdbi-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-authentication-driver-dbic-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-authentication-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-authorization-driver-activedirectory-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-authorization-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-autorunmode-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-captcha-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-configauto-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-config-simple-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-dbh-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-dbiprofile-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-debugscreen-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-devpopup-params-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-devpopup-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-devpopup-query-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-errorpage-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-fillinform-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-formstate-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-forward-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-json-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-linkintegrity-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-logdispatch-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-messagestack-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-protectcsrf-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-ratelimit-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-redirect-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-requiressl-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-session-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-stream-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-tt-lastmodified-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-tt-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-validaterm-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-plugin-viewcode-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-server-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-application-standard-config-perl virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgic,1,NA,NA,NA,NA,NA,NA,999,NA
libcgicc,1,NA,NA,NA,NA,NA,NA,999,NA
libcgicc-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcgicc-dev virtual,1,NA,NA,NA,NA,NA,NA,999,NA
libcgicc-doc,1,NA,NA,NA,NA,NA,NA,999,NA
libcgic-dev,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-compile-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-compress-gzip-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-cookie-splitter-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-emulate-psgi-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-expand-perl,1,NA,NA,NA,NA,NA,NA,999,NA
libcgi-extratags-perl,1,NA,NA,NA,NA,NA,NA,999,NA
